Date,Category,Sales Revenue,Cost of Goods Sold (COGS),Quantity Sold,Profit,Market Share,Consumer Preference Index,Growth Rate (%),Marketing Spend,Customer Satisfaction,Competitor,Competitor Sales Revenue,Competitor Market Share,Location,Age Group,Seasonality,Sales Channel,Discount/Promotion,Return Rate (%)
2020-05-19,Sports & Outdoors,912875.75,387086.98,1059,525788.77,12.37,93,11.05,64010.99,4.7,Competitor B,798143.79,14.19,Asia,51-65,Year-Round,In-Store,No,7.54
2024-02-10,Beauty,720007.92,417388.73,1722,302619.19,39.13,63,18.48,57577.97,3.7,Competitor A,704530.71,23.74,North America,36-50,Year-Round,Online,No,8.98
2018-07-15,Beauty,618178.21,347162.18,4089,271016.03,42.45,95,14.02,67430.07,4.8,Competitor C,739997.83,19.36,Europe,18-25,Year-Round,Online,No,2.89
2020-01-24,Clothing,348632.44,170551.09,1110,178081.35,20.59,73,5.66,71225.05,4.9,Competitor B,533522.78,20.34,Europe,18-25,Year-Round,Both,Yes,6.86
2018-02-06,Beauty,895642.43,392646.8,540,502995.63,36.47,84,11.22,45249.96,4.0,Competitor C,707752.48,12.73,South America,65+,Seasonal,Online,Yes,7.0
2017-02-20,Electronics,701152.19,382754.11,3457,318398.08,28.94,67,12.22,80916.93,4.5,Competitor A,722596.74,12.21,North America,26-35,Seasonal,Both,Yes,9.88
2017-10-21,Electronics,251536.08,101583.0,3100,149953.08,49.05,77,8.6,90855.7,4.0,Competitor A,638147.63,6.64,Africa,65+,Seasonal,Online,Yes,9.49
2024-06-02,Sports & Outdoors,713245.68,318036.75,2825,395208.93,14.85,60,15.31,46512.49,4.0,Competitor A,742739.42,7.62,Asia,26-35,Seasonal,Online,Yes,1.5
2022-05-22,Clothing,688602.99,353574.64,4230,335028.35,34.17,92,11.73,86215.48,4.8,Competitor C,720474.95,10.2,North America,18-25,Year-Round,In-Store,Yes,8.63
2020-06-17,Electronics,786420.73,421859.89,4884,364560.84,47.03,89,7.27,54997.07,4.4,Competitor B,699843.04,13.05,Africa,36-50,Year-Round,In-Store,No,7.43
2024-05-27,Home Goods,460760.95,198047.07,1339,262713.88,48.53,85,12.86,54693.86,4.5,Competitor C,735532.85,13.97,North America,26-35,Year-Round,Online,Yes,9.28
2020-04-15,Home Goods,443218.43,185168.9,4255,258049.53,36.23,86,11.12,26375.55,3.6,Competitor A,730081.63,10.01,North America,36-50,Year-Round,Online,No,6.11
2018-09-06,Beauty,384988.0,167040.98,4236,217947.02,18.29,91,8.32,18260.73,3.7,Competitor A,539722.81,10.58,Africa,51-65,Seasonal,Online,No,6.71
2019-10-24,Clothing,307157.15,158260.6,4372,148896.55,36.24,77,11.25,41571.38,4.7,Competitor A,518473.43,12.07,Europe,51-65,Seasonal,In-Store,Yes,7.9
2022-12-17,Clothing,633451.84,313094.68,1560,320357.16,38.79,75,6.44,76954.27,4.5,Competitor B,707703.43,23.05,North America,18-25,Seasonal,Both,Yes,1.38
2024-08-06,Beauty,863350.42,473075.44,4262,390274.98,35.91,73,12.82,52122.47,4.5,Competitor C,691235.18,5.81,Europe,51-65,Year-Round,Online,Yes,2.85
2021-01-18,Home Goods,272566.76,122372.24,1645,150194.52,12.55,78,11.27,66447.87,4.9,Competitor B,778445.6,28.06,South America,18-25,Year-Round,Online,No,6.59
2017-04-12,Clothing,479380.13,195080.91,4984,284299.22,45.4,80,7.83,32468.94,4.7,Competitor B,702404.27,27.55,Europe,51-65,Year-Round,In-Store,No,4.92
2021-09-08,Home Goods,142988.01,77723.77,2271,65264.24,49.11,94,15.25,87045.22,4.7,Competitor A,594929.27,10.43,Africa,26-35,Year-Round,Online,No,4.98
2024-03-14,Home Goods,231042.04,126585.47,2620,104456.57,45.3,78,17.42,83934.61,3.7,Competitor B,784947.03,21.72,Europe,36-50,Seasonal,In-Store,No,4.47
2022-04-03,Electronics,982031.19,525907.95,3257,456123.24,38.62,79,7.55,36495.16,4.6,Competitor B,702139.62,22.57,Africa,36-50,Year-Round,Both,Yes,9.55
2024-03-25,Home Goods,653291.14,282755.01,2731,370536.13,22.55,94,15.13,45365.4,4.0,Competitor C,763880.44,18.0,Africa,51-65,Seasonal,In-Store,Yes,8.31
2020-10-16,Clothing,684190.29,305623.17,4862,378567.12,32.26,92,6.4,83569.3,4.9,Competitor A,507763.82,16.52,South America,36-50,Seasonal,Online,Yes,9.41
2023-05-14,Home Goods,189435.87,104190.73,892,85245.14,16.09,90,9.49,79918.21,3.6,Competitor B,538890.28,22.2,North America,26-35,Year-Round,Both,Yes,5.95
2024-10-19,Clothing,129307.21,62001.07,3618,67306.14,32.36,62,16.78,45383.46,3.9,Competitor A,534963.08,13.05,Asia,36-50,Seasonal,Online,No,9.85
2020-05-13,Electronics,479168.02,210622.17,1536,268545.85,35.19,90,15.0,10592.39,3.6,Competitor C,743353.25,23.08,North America,18-25,Year-Round,Online,Yes,5.46
2020-08-18,Beauty,427387.18,239627.12,1595,187760.06,22.98,73,7.76,58926.06,3.8,Competitor C,730906.42,17.83,South America,26-35,Year-Round,Both,Yes,3.92
2019-02-07,Home Goods,194153.34,110364.41,2362,83788.93,11.86,76,7.11,96595.33,3.5,Competitor B,797400.97,7.64,South America,18-25,Seasonal,Both,Yes,2.35
2021-11-21,Home Goods,560452.82,260696.83,1649,299755.99,10.94,87,12.57,87660.97,4.0,Competitor B,739205.42,22.68,Asia,51-65,Year-Round,In-Store,No,1.65
2023-01-30,Clothing,346732.58,188583.99,2269,158148.59,33.21,68,9.61,64692.79,3.8,Competitor A,677989.26,15.31,Europe,51-65,Year-Round,Online,No,2.37
2022-09-21,Electronics,313831.94,130273.91,2370,183558.03,40.17,95,11.66,33315.05,3.6,Competitor B,645219.13,23.85,Asia,26-35,Year-Round,Online,Yes,7.28
2024-12-04,Sports & Outdoors,622125.66,278359.19,1555,343766.47,12.07,79,8.1,96762.18,4.1,Competitor C,760860.39,5.36,Europe,36-50,Year-Round,In-Store,No,9.06
2022-04-11,Electronics,300888.98,179581.16,1123,121307.82,30.55,86,15.65,26145.68,3.7,Competitor A,550321.46,7.81,South America,18-25,Year-Round,In-Store,Yes,6.15
2017-03-10,Sports & Outdoors,887605.35,527477.27,4850,360128.08,28.93,64,18.32,41813.78,4.7,Competitor A,509634.34,15.18,South America,51-65,Year-Round,In-Store,No,7.71
2020-03-08,Beauty,274802.81,163280.65,2847,111522.16,35.24,62,19.27,19561.72,4.7,Competitor C,794393.72,12.92,Europe,26-35,Seasonal,Online,No,6.79
2022-11-03,Sports & Outdoors,736264.14,367344.3,3943,368919.84,23.67,62,12.37,83180.62,4.5,Competitor B,776647.59,17.06,Asia,36-50,Year-Round,Online,Yes,2.88
2019-04-30,Sports & Outdoors,929320.27,507654.76,2863,421665.51,26.85,64,7.03,25576.61,3.7,Competitor B,593448.95,22.19,North America,26-35,Year-Round,Both,No,4.97
2020-10-01,Beauty,585853.45,325750.89,2181,260102.56,30.79,76,8.71,75490.57,3.9,Competitor A,611324.02,18.38,North America,51-65,Year-Round,In-Store,Yes,7.27
2023-04-17,Electronics,453882.61,255456.62,3824,198425.99,18.71,95,10.14,46558.97,4.2,Competitor A,615114.99,16.48,Asia,36-50,Seasonal,Both,No,2.39
2021-10-07,Sports & Outdoors,758718.19,353072.66,4820,405645.53,19.09,74,15.39,23863.94,3.6,Competitor C,742280.39,5.62,North America,51-65,Year-Round,Both,Yes,5.6
2021-08-27,Electronics,899502.6,373526.87,3703,525975.73,22.54,84,7.31,81406.08,4.8,Competitor C,635597.21,15.1,North America,65+,Seasonal,In-Store,Yes,7.43
2022-08-17,Electronics,173579.12,94308.09,2303,79271.03,20.51,74,18.66,19454.4,3.6,Competitor A,659539.66,13.02,South America,51-65,Seasonal,Online,No,4.07
2024-08-13,Home Goods,925164.06,541745.37,4508,383418.69,11.44,94,6.74,95872.56,4.0,Competitor B,778489.85,27.73,South America,65+,Seasonal,Both,No,3.92
2019-09-24,Electronics,829894.36,410965.63,2348,418928.73,33.24,69,6.23,78283.76,3.6,Competitor A,743528.62,19.08,Africa,26-35,Seasonal,Both,Yes,8.02
2024-04-19,Beauty,654545.21,262379.41,2359,392165.8,31.83,83,7.38,36982.34,4.0,Competitor A,555268.18,11.31,South America,65+,Seasonal,Both,Yes,7.14
2024-07-07,Beauty,279804.19,164710.13,984,115094.06,47.41,78,17.34,52190.12,4.9,Competitor B,690879.38,19.47,Europe,26-35,Seasonal,Online,No,6.16
2024-08-05,Home Goods,560616.38,265276.66,3021,295339.72,23.89,90,5.57,42506.16,3.8,Competitor C,672232.6,29.29,South America,65+,Seasonal,Online,No,3.88
2017-10-14,Electronics,818371.85,421920.38,4621,396451.47,39.27,85,9.63,64263.32,3.6,Competitor C,594169.2,12.19,South America,18-25,Seasonal,In-Store,Yes,5.95
2021-02-21,Beauty,352371.07,192817.53,1143,159553.54,39.95,92,12.13,43569.38,4.7,Competitor B,585667.94,27.0,South America,65+,Seasonal,Both,No,8.61
2018-02-01,Home Goods,274065.0,143185.94,4673,130879.06,19.89,75,16.17,21200.97,4.1,Competitor A,603548.47,7.75,Asia,65+,Year-Round,Online,No,4.98
2018-09-24,Electronics,131694.71,54813.37,3600,76881.34,41.89,87,5.41,30968.24,4.3,Competitor B,646796.4,19.6,Asia,18-25,Year-Round,Both,No,5.46
2019-04-19,Home Goods,309950.34,130957.41,2228,178992.93,29.16,84,11.93,19799.91,4.0,Competitor B,559385.38,27.43,North America,65+,Seasonal,In-Store,No,8.91
2022-04-06,Sports & Outdoors,932029.35,444155.68,3745,487873.67,28.36,65,17.6,50183.53,4.0,Competitor B,598401.43,14.76,Africa,36-50,Year-Round,Online,No,9.63
2023-12-11,Beauty,660900.32,381564.14,3316,279336.18,45.58,69,7.21,38287.48,4.7,Competitor A,695781.99,27.78,Asia,18-25,Year-Round,Online,Yes,1.2
2024-03-30,Home Goods,571225.56,266942.05,1204,304283.51,22.53,79,18.93,27344.62,4.2,Competitor B,556185.04,8.06,North America,26-35,Seasonal,Online,Yes,9.57
2021-06-06,Beauty,950822.4,448750.37,3145,502072.03,37.6,64,13.24,73139.54,4.0,Competitor A,518763.74,13.75,Africa,36-50,Year-Round,Both,Yes,4.43
2023-01-12,Electronics,506147.41,215150.13,4176,290997.28,40.5,69,12.37,39232.98,4.6,Competitor B,720385.17,21.82,Asia,26-35,Seasonal,Both,Yes,4.77
2017-08-27,Sports & Outdoors,332544.35,133950.4,1717,198593.95,25.87,81,10.41,82781.29,3.9,Competitor A,704916.77,21.25,North America,18-25,Year-Round,Both,No,1.68
2022-03-14,Home Goods,546173.76,220709.21,4405,325464.55,30.7,95,5.61,38934.8,4.2,Competitor B,519736.98,25.81,North America,65+,Year-Round,Online,Yes,1.21
2020-04-23,Home Goods,369321.42,200805.85,2176,168515.57,43.94,61,5.39,18850.28,4.2,Competitor C,667613.55,29.2,Europe,51-65,Year-Round,Online,Yes,6.68
2019-02-02,Electronics,919313.33,398183.75,2396,521129.58,47.28,87,6.57,25131.01,4.2,Competitor B,659216.88,22.14,Asia,65+,Year-Round,In-Store,Yes,3.03
2020-02-17,Sports & Outdoors,518165.29,222725.53,3419,295439.76,40.78,77,12.68,56443.58,4.8,Competitor C,510815.54,16.71,Asia,26-35,Year-Round,In-Store,No,6.98
2019-01-17,Electronics,796360.23,426649.0,818,369711.23,34.57,75,8.02,76325.67,4.9,Competitor B,739727.93,5.61,Europe,36-50,Seasonal,Online,No,4.62
2023-09-28,Clothing,464078.91,238008.87,905,226070.04,34.99,63,7.34,48895.11,4.1,Competitor C,763202.1,11.7,South America,65+,Seasonal,In-Store,Yes,4.95
2019-08-30,Beauty,385916.71,160610.2,2234,225306.51,49.69,93,18.14,23720.49,4.4,Competitor B,578984.27,11.16,South America,36-50,Year-Round,Both,Yes,1.6
2023-01-08,Electronics,605622.61,248975.21,4863,356647.4,49.6,73,19.93,40850.66,4.4,Competitor A,787351.01,17.97,Africa,65+,Year-Round,Both,No,4.22
2020-01-09,Sports & Outdoors,863038.76,451883.74,3946,411155.02,13.71,67,11.29,52033.7,3.9,Competitor C,705177.22,22.14,Africa,26-35,Year-Round,In-Store,Yes,3.4
2021-10-26,Sports & Outdoors,124675.14,69015.3,3110,55659.84,41.68,72,18.34,11055.78,4.9,Competitor C,501957.38,21.41,Africa,51-65,Seasonal,Both,Yes,4.46
2021-10-06,Sports & Outdoors,789736.28,324220.19,4933,465516.09,34.63,71,10.02,40109.4,4.6,Competitor B,684672.43,29.27,Asia,36-50,Seasonal,Online,Yes,7.36
2023-04-27,Home Goods,234225.52,112008.74,1931,122216.78,45.06,62,6.86,32884.33,4.7,Competitor C,583854.22,19.59,North America,18-25,Year-Round,Online,Yes,6.17
2023-09-19,Sports & Outdoors,732415.01,438678.82,645,293736.19,21.88,90,14.11,10539.55,3.5,Competitor A,590221.43,26.29,North America,36-50,Seasonal,Both,Yes,9.53
2024-03-26,Home Goods,883882.15,448262.83,852,435619.32,33.1,74,16.19,18008.88,4.4,Competitor B,637849.39,19.34,Africa,51-65,Seasonal,Both,Yes,8.63
2021-11-23,Clothing,101551.72,53765.7,4351,47786.02,20.07,87,16.79,26717.19,4.8,Competitor C,579495.34,8.58,North America,65+,Seasonal,In-Store,Yes,2.51
2019-10-28,Clothing,940352.4,451575.86,2273,488776.54,48.37,64,16.5,49915.68,3.6,Competitor C,555711.62,26.92,North America,18-25,Seasonal,Online,Yes,2.28
2024-03-15,Electronics,485019.19,239688.31,3954,245330.88,40.64,85,6.97,84520.55,3.7,Competitor B,638023.8,22.31,Europe,36-50,Year-Round,In-Store,Yes,2.17
2024-12-29,Beauty,238566.61,115570.36,975,122996.25,46.52,85,7.23,29015.2,4.7,Competitor C,536536.23,25.67,Europe,36-50,Year-Round,Both,No,3.59
2019-03-02,Beauty,455265.5,249010.42,3900,206255.08,24.73,81,14.69,89979.03,4.6,Competitor A,672641.88,20.22,South America,36-50,Year-Round,In-Store,No,7.48
2018-09-28,Home Goods,814265.87,329616.81,4692,484649.06,11.94,60,17.55,39868.76,3.5,Competitor C,624465.87,5.85,Africa,65+,Seasonal,In-Store,Yes,5.35
2017-11-14,Sports & Outdoors,512202.21,298979.04,1024,213223.17,45.64,66,12.67,27205.75,4.8,Competitor C,515084.53,5.84,North America,51-65,Year-Round,In-Store,Yes,3.95
2018-02-17,Home Goods,490942.39,246516.44,3791,244425.95,34.23,75,19.61,84803.43,3.8,Competitor A,793944.0,23.3,Europe,51-65,Year-Round,In-Store,Yes,6.6
2018-01-06,Electronics,887329.81,472178.68,2477,415151.13,44.06,67,16.67,50760.29,3.6,Competitor B,601215.36,14.5,Europe,18-25,Seasonal,In-Store,No,3.16
2020-07-23,Sports & Outdoors,868506.37,424852.44,728,443653.93,35.32,87,18.3,81267.01,4.8,Competitor C,785409.93,7.61,South America,65+,Seasonal,Online,No,5.52
2024-06-11,Home Goods,333205.62,199055.42,997,134150.2,22.41,92,9.84,29065.18,4.8,Competitor A,631461.39,25.48,North America,65+,Year-Round,Online,Yes,7.89
2024-05-11,Electronics,650050.21,340727.05,4914,309323.16,20.15,93,8.88,69135.68,3.5,Competitor B,622321.3,10.69,Europe,36-50,Seasonal,In-Store,Yes,6.74
2022-11-24,Sports & Outdoors,542805.61,282862.51,1705,259943.1,19.84,60,11.4,18679.83,3.7,Competitor A,515151.62,5.52,Europe,18-25,Seasonal,In-Store,No,5.07
2017-07-04,Beauty,329401.8,168215.98,3354,161185.82,19.13,82,14.75,93750.5,4.5,Competitor B,692813.44,11.11,Africa,36-50,Seasonal,Online,No,5.0
2019-04-29,Electronics,308715.41,125259.91,3067,183455.5,26.98,88,5.63,67205.87,4.0,Competitor C,760437.67,27.41,South America,18-25,Seasonal,In-Store,No,4.76
2020-03-26,Sports & Outdoors,726395.88,365186.25,3047,361209.63,32.78,77,9.71,46173.89,3.8,Competitor C,785002.44,19.37,Africa,65+,Year-Round,In-Store,Yes,6.04
2017-03-26,Clothing,881722.56,390728.93,2314,490993.63,18.75,84,15.96,20585.46,4.1,Competitor A,761515.74,8.29,Asia,51-65,Seasonal,Both,Yes,1.7
2019-07-28,Beauty,170240.93,84480.09,2417,85760.84,19.24,79,11.68,24375.15,5.0,Competitor B,692952.47,20.23,Asia,26-35,Seasonal,In-Store,No,2.4
2020-07-23,Electronics,696815.96,358150.01,3412,338665.95,36.22,60,10.67,42137.25,4.4,Competitor B,614766.59,24.7,South America,36-50,Year-Round,Online,Yes,2.31
2019-11-13,Electronics,539604.52,321173.68,4719,218430.84,17.84,68,7.42,29548.95,4.8,Competitor A,741706.12,28.61,South America,65+,Year-Round,Online,Yes,4.04
2021-04-10,Electronics,653012.32,295974.87,1590,357037.45,36.51,77,5.03,21996.23,3.9,Competitor A,668971.89,7.64,South America,36-50,Year-Round,Both,No,4.53
2017-06-23,Sports & Outdoors,352708.84,144087.42,2804,208621.42,14.41,89,7.97,24702.98,3.6,Competitor B,629971.79,15.8,Africa,26-35,Year-Round,Online,Yes,4.69
2023-07-02,Beauty,868365.7,433177.02,852,435188.68,23.93,84,13.88,26568.21,4.9,Competitor C,660899.45,23.16,North America,36-50,Seasonal,Online,Yes,9.29
2020-06-26,Electronics,158652.4,72437.13,1614,86215.27,44.71,83,8.71,62608.08,4.2,Competitor B,760632.38,11.94,South America,51-65,Year-Round,Both,No,6.04
2024-04-26,Home Goods,489955.23,196549.95,2354,293405.28,16.93,89,12.3,55487.8,4.8,Competitor B,739977.67,13.38,Europe,51-65,Year-Round,In-Store,No,7.68
2019-06-30,Electronics,578937.88,258178.91,3851,320758.97,18.48,69,19.76,69688.67,4.7,Competitor A,578491.99,8.03,Asia,51-65,Year-Round,Online,Yes,2.3
2022-04-06,Home Goods,788144.96,469930.15,1538,318214.81,47.05,81,8.43,91449.79,4.4,Competitor B,784936.17,19.94,Asia,26-35,Year-Round,Both,Yes,9.7
2023-09-29,Beauty,559492.77,311696.84,4248,247795.93,37.82,91,8.24,80925.98,4.6,Competitor C,528167.48,29.21,Asia,65+,Year-Round,Online,No,3.57
2022-12-14,Electronics,973541.39,498989.85,2139,474551.54,40.89,79,13.48,13633.22,4.1,Competitor C,710961.46,25.97,Europe,51-65,Year-Round,Online,No,5.13
2020-09-07,Clothing,385878.61,156644.84,1262,229233.77,44.79,72,6.82,11670.82,4.8,Competitor A,574615.85,27.44,Africa,65+,Seasonal,Online,Yes,6.63
2020-03-05,Beauty,423647.62,224746.79,2554,198900.83,21.32,82,8.87,56199.24,3.7,Competitor C,651598.15,28.93,Africa,26-35,Seasonal,Online,No,8.2
2019-11-22,Beauty,404626.08,230364.08,4617,174262.0,29.9,73,17.91,44603.45,4.3,Competitor C,519297.92,25.91,Asia,36-50,Seasonal,Online,No,7.3
2023-10-22,Home Goods,524493.23,213531.61,1676,310961.62,16.94,93,5.62,56386.17,4.0,Competitor C,699112.14,10.95,Europe,26-35,Year-Round,Both,Yes,8.96
2018-07-25,Home Goods,980602.32,467814.7,1832,512787.62,23.57,88,15.55,84507.41,4.1,Competitor A,668136.6,23.77,South America,65+,Year-Round,Both,No,2.67
2017-01-18,Beauty,463357.69,232023.68,1760,231334.01,14.59,74,9.17,91152.88,4.4,Competitor B,604215.45,10.16,South America,26-35,Seasonal,Both,Yes,2.22
2019-05-23,Electronics,994344.46,430702.41,3897,563642.05,46.88,71,17.18,73460.25,3.5,Competitor C,655592.54,22.14,Africa,18-25,Year-Round,Online,No,4.74
2017-10-06,Beauty,710055.65,296839.96,4525,413215.69,15.18,81,10.75,53758.77,3.7,Competitor A,533259.65,21.15,South America,51-65,Seasonal,In-Store,Yes,8.35
2023-04-14,Electronics,638273.99,312891.19,3207,325382.8,34.98,79,10.77,59136.53,4.8,Competitor C,542534.29,29.64,North America,26-35,Seasonal,In-Store,No,1.15
2021-12-01,Home Goods,427653.77,214705.23,1099,212948.54,19.42,60,11.59,13279.02,5.0,Competitor B,763406.34,16.16,North America,36-50,Seasonal,Both,Yes,1.68
2023-04-05,Clothing,265168.61,133031.74,2913,132136.87,25.06,78,19.06,13812.31,4.7,Competitor A,703078.62,14.19,Asia,36-50,Year-Round,Both,Yes,2.16
2022-05-23,Sports & Outdoors,616642.76,262888.63,3743,353754.13,32.95,63,10.38,71444.82,3.5,Competitor C,572518.62,27.75,Europe,51-65,Seasonal,Online,Yes,7.79
2017-12-17,Beauty,181626.58,104469.94,2218,77156.64,48.66,92,11.6,51150.91,3.6,Competitor B,785538.96,26.76,Africa,65+,Seasonal,Both,No,2.9
2021-07-20,Beauty,610932.09,363357.45,2014,247574.64,11.72,60,8.31,26233.42,4.4,Competitor C,572786.73,21.43,Asia,18-25,Year-Round,Online,Yes,6.24
2018-07-10,Sports & Outdoors,749176.94,411600.63,3649,337576.31,44.12,63,17.56,90587.06,3.8,Competitor A,748717.36,8.71,Europe,36-50,Year-Round,Online,Yes,8.33
2018-06-19,Electronics,426432.49,203663.29,1792,222769.2,27.76,69,10.15,63876.27,4.4,Competitor B,662802.29,20.36,South America,18-25,Year-Round,Both,No,2.0
2024-01-06,Home Goods,169198.25,76056.7,4637,93141.55,22.64,85,13.25,41508.21,4.8,Competitor C,640888.55,11.04,Europe,51-65,Year-Round,In-Store,Yes,2.72
2024-07-21,Clothing,118633.36,66913.18,2776,51720.18,21.45,61,10.76,68107.87,4.3,Competitor B,542008.18,9.36,North America,65+,Year-Round,Both,Yes,3.71
2019-09-09,Beauty,395826.1,172250.9,3397,223575.2,43.32,75,7.19,63892.49,3.7,Competitor B,752633.71,24.08,Asia,18-25,Year-Round,In-Store,No,6.59
2021-12-05,Home Goods,945092.09,482675.66,3428,462416.43,10.29,77,16.16,99639.45,4.4,Competitor B,675117.55,24.9,Africa,18-25,Seasonal,In-Store,Yes,6.29
2021-04-07,Sports & Outdoors,736087.38,400288.01,4138,335799.37,26.12,85,14.11,89139.77,4.4,Competitor A,560560.59,28.97,Africa,36-50,Seasonal,In-Store,No,4.67
2022-10-06,Beauty,161490.37,88530.89,3228,72959.48,44.43,84,11.0,23656.3,4.5,Competitor A,677499.74,20.13,North America,51-65,Seasonal,Online,No,6.61
2024-08-22,Electronics,850026.03,469421.21,4292,380604.82,35.95,71,10.47,82141.28,4.2,Competitor A,669697.91,13.35,Africa,51-65,Year-Round,In-Store,Yes,9.07
2017-12-17,Home Goods,360767.17,169783.65,1482,190983.52,25.88,60,12.45,70842.7,3.8,Competitor B,758676.0,16.81,Africa,18-25,Seasonal,Online,Yes,7.84
2020-06-11,Clothing,985686.64,532280.96,4377,453405.68,30.19,87,14.73,89266.38,4.8,Competitor C,731604.81,21.83,South America,51-65,Seasonal,Both,No,2.07
2021-11-13,Sports & Outdoors,473825.99,195327.09,4000,278498.9,28.57,89,6.92,66878.7,4.7,Competitor A,603841.19,20.02,Asia,18-25,Year-Round,Both,Yes,8.89
2019-02-20,Electronics,160639.72,74652.9,2707,85986.82,28.25,68,5.19,93767.0,4.7,Competitor A,768051.71,21.31,Africa,65+,Seasonal,Online,Yes,9.32
2023-11-22,Sports & Outdoors,660358.43,274018.02,3032,386340.41,18.31,95,13.9,17149.96,4.5,Competitor C,792924.05,20.65,North America,26-35,Year-Round,Both,No,3.43
2019-05-06,Sports & Outdoors,563191.41,326036.57,3459,237154.84,11.91,63,19.73,22285.68,3.8,Competitor B,612817.18,29.18,North America,18-25,Seasonal,In-Store,No,7.62
2022-12-16,Sports & Outdoors,229717.91,132811.08,2929,96906.83,10.74,84,11.78,76821.56,4.9,Competitor B,636082.64,13.0,North America,65+,Year-Round,In-Store,No,6.64
2022-10-31,Clothing,591631.58,322745.12,770,268886.46,33.0,81,19.69,70737.88,4.3,Competitor C,709473.38,21.06,Africa,51-65,Seasonal,In-Store,Yes,9.33
2023-05-22,Clothing,953303.96,461819.32,1540,491484.64,42.39,62,7.13,36716.01,4.3,Competitor A,503608.6,18.57,Asia,65+,Seasonal,Both,No,8.76
2022-02-09,Home Goods,477551.72,242770.04,4815,234781.68,31.61,90,15.56,27146.57,4.9,Competitor A,711296.39,23.79,Europe,65+,Seasonal,Both,No,4.97
2018-05-11,Clothing,569424.61,331693.97,1881,237730.64,48.55,60,7.13,55175.11,3.7,Competitor C,577101.29,13.63,South America,51-65,Year-Round,Both,No,4.95
2023-11-25,Beauty,648234.17,374044.5,4768,274189.67,37.59,81,13.43,28179.97,4.6,Competitor B,552897.37,8.21,Africa,65+,Year-Round,Online,Yes,4.73
2017-12-09,Beauty,627320.08,309082.44,3088,318237.64,28.28,88,16.38,44892.94,4.2,Competitor B,686554.47,27.28,North America,65+,Seasonal,Online,No,4.72
2022-03-31,Beauty,120479.45,62558.0,4194,57921.45,27.61,91,12.68,27521.24,4.9,Competitor C,589408.41,6.23,Asia,26-35,Seasonal,Online,Yes,2.94
2017-11-26,Beauty,929803.43,420204.76,4857,509598.67,18.1,83,15.45,85976.23,4.4,Competitor B,632317.28,14.02,Asia,18-25,Seasonal,Online,Yes,8.28
2018-12-03,Beauty,335715.58,167398.73,4213,168316.85,43.45,75,15.45,62222.33,4.8,Competitor C,733638.74,29.12,Asia,26-35,Seasonal,In-Store,No,8.36
2017-12-21,Home Goods,536472.52,278127.88,1848,258344.64,39.22,87,9.41,23580.25,4.3,Competitor B,506521.3,26.99,Europe,26-35,Seasonal,Online,No,7.14
2020-12-08,Sports & Outdoors,397353.43,221648.84,3229,175704.59,26.9,89,18.39,33129.39,4.5,Competitor C,576709.53,25.83,North America,65+,Year-Round,Both,Yes,1.58
2024-07-04,Electronics,166625.02,74802.38,3177,91822.64,42.55,74,8.86,93927.94,4.5,Competitor C,738560.52,23.32,North America,18-25,Seasonal,Online,No,3.97
2022-03-23,Home Goods,782427.94,353958.46,4587,428469.48,48.6,65,7.81,12200.46,4.1,Competitor C,610191.69,29.77,North America,26-35,Year-Round,Both,Yes,1.7
2023-01-19,Clothing,367610.81,174197.51,4811,193413.3,17.16,84,18.73,81149.33,3.6,Competitor C,600917.54,11.28,Africa,18-25,Year-Round,Both,Yes,4.37
2023-01-14,Beauty,968224.7,579149.72,4227,389074.98,24.65,95,19.97,63648.77,4.8,Competitor C,736838.3,25.68,North America,18-25,Seasonal,Both,No,5.2
2021-02-20,Sports & Outdoors,158978.27,73168.94,1630,85809.33,28.09,67,10.07,47333.31,3.7,Competitor B,551524.68,10.68,Africa,51-65,Year-Round,Online,No,3.0
2018-12-22,Electronics,293361.42,120407.8,522,172953.62,17.33,82,18.13,69354.47,4.2,Competitor C,796357.5,27.19,North America,18-25,Year-Round,Both,Yes,1.92
2021-08-28,Clothing,474062.57,223110.27,2968,250952.3,26.71,91,5.19,93651.74,4.2,Competitor C,758958.14,12.93,North America,36-50,Year-Round,In-Store,Yes,3.33
2020-06-10,Sports & Outdoors,791537.21,370909.69,4798,420627.52,17.48,70,7.96,90200.12,4.7,Competitor C,646327.54,15.71,Asia,26-35,Seasonal,In-Store,No,9.32
2022-01-19,Beauty,761659.63,418350.27,1154,343309.36,42.84,73,7.11,32968.3,3.6,Competitor C,562368.53,23.83,Europe,18-25,Year-Round,In-Store,No,8.31
2022-07-09,Sports & Outdoors,268966.08,155396.23,3338,113569.85,35.45,89,17.6,48674.45,4.8,Competitor A,758353.0,7.87,Asia,36-50,Year-Round,In-Store,Yes,8.78
2023-03-08,Electronics,842579.21,356631.43,1568,485947.78,39.24,94,15.58,66295.24,4.0,Competitor C,530177.74,22.01,South America,26-35,Seasonal,In-Store,Yes,9.25
2023-11-06,Clothing,260730.49,113714.2,3483,147016.29,12.38,83,10.62,19555.94,4.6,Competitor B,640844.25,29.24,Asia,18-25,Seasonal,Online,Yes,7.84
2017-08-13,Sports & Outdoors,792234.61,452015.4,2977,340219.21,43.82,69,8.73,26082.32,3.8,Competitor A,558025.11,29.25,Asia,18-25,Year-Round,Online,Yes,5.86
